Go.	Va !
Tom tried to stand up, but he couldn't.	Tom essaya de se lever, mais il ne put point.
Tom understood exactly what Mary meant.	Tom a compris exactement ce que Marie voulait dire.
Tom used to be a better cook than Mary.	Tom était meilleur cuisinier que Mary.
Tom volunteered to pay for the damages.	Tom s'est porté volontaire pour payer les dommages.
Tom wanted everyone to think he'd died.	Tom voulait que tout le monde pense qu'il était mort.
Tom wants his children to learn French.	Tom veut que ses enfants apprennent le français.
Tom wants to get a tattoo on his chest.	Tom veut un tatouage sur son torse.
Tom wants you to buy him a ticket, too.	Tom veut que tu lui achètes un ticket aussi.
Tom wants you to buy him a ticket, too.	Tom veut que vous lui achetiez un ticket également.
Tom wants you to go to Boston with him.	Tom veut que tu ailles à Boston avec lui.
Tom wants you to go to Boston with him.	Tom veut que vous alliez à Boston avec lui.
Tom was absent from school last Monday.	Tom était absent de l'école lundi dernier.
Tom was acquitted for lack of evidence.	Tom a été acquitté par manque de preuves.
Tom was acquitted for lack of evidence.	Tom fut acquitté par manque de preuves.
Tom was so hungry that he ate dog food.	Tom avait si faim qu'il a mangé de la nourriture pour chien.
Tom was so hungry that he ate dog food.	Tom avait si faim qu'il mangea de la nourriture pour chien.
Tom was your French teacher, wasn't he?	Tom fut ton professeur de français, n'est-ce pas ?
Tom was your French teacher, wasn't he?	Tom fut votre professeur de français, n'est-ce pas ?
Tom was your guitar teacher, wasn't he?	Tom fut ton professeur de guitare, n'est-ce pas ?
Tom was your guitar teacher, wasn't he?	Tom fut votre professeur de guitare, n'est-ce pas ?
Tom wasn't the one who borrowed my car.	Ce n'est pas Tom qui a emprunté ma voiture.
Tom went back to his room and lay down.	Tom retourna dans sa chambre et se coucha.
Tom went out for a breath of fresh air.	Tom est sorti pour prendre un bol d'air.
Tom will tell me everything eventually.	Tom finira par tout me dire.
Tom's French is actually not very good.	Le français de Tom n'est en réalité pas très bon.
Tom's boss advanced him a week's wages.	Le patron de Tom lui a donné une avance d'une semaine de salaire.
Tom's passions are guitar and baseball.	Les passions de Tom sont la guitare et le base-ball.
Tom's way of speaking got on my nerves.	La façon de parler de Tom me tapa sur les nerfs.
Tom's wife doesn't know Mary's husband.	La femme de Tom ne connaît pas le mari de Mary.
Tom, what happened? Why are you crying?	Tom, que s'est-il passé ? Pourquoi est-ce que tu pleures ?
Two roundtrip tickets to Osaka, please.	Deux aller-retour pour Osaka, s'il vous plaît.
Two thousand people fit into this hall.	Cette salle peut accueillir deux mille personnes.
Ubuntu is a popular Linux distribution.	Ubuntu est une distribution Linux populaire.
Unfortunately, I don't have time today.	Malheureusement, je ne dispose pas du temps aujourd'hui.
Unfortunately, I don't have time today.	Malheureusement, je n'ai pas de temps aujourd'hui.
Unfortunately, my father isn't at home.	Malheureusement, mon père n'est pas à la maison.
Unfortunately, my father isn't at home.	Malheureusement, mon père n'est pas chez lui.
Unfortunately, there was no one around.	Malheureusement il n'y avait personne autour.
Valentine's Day is on Sunday this year.	La Saint-Valentin tombe un dimanche, cette année.
Variable names in C are case sensitive.	En C, les noms de variables sont sensibles à la casse.
Very few people aren't afraid of death.	Il n'y a que très peu de gens qui n'ont pas peur de la mort.
Viruses are much smaller than bacteria.	Les virus sont beaucoup plus petits que les bactéries.
Wait for me here and don't go anywhere.	Attends-moi ici et ne va nulle part.
Was there something wrong with the car?	Y avait-il un problème avec la voiture ?
Watch out for rowdy or drunk customers.	Faites attention aux clients bourrés et turbulents.
Water freezes at 32 degrees Fahrenheit.	L'eau gèle à 32 degrés Fahrenheit.
We always have a party on his birthday.	Nous donnons toujours une fête pour son anniversaire.
We are entering a new phase in the war.	Nous entrons dans une nouvelle phase de la guerre.
We are happy to have you join our team.	Nous sommes heureux que vous ayez rejoint notre équipe.
We are looking forward to the holidays.	Nous attendons les vacances avec impatience.
We ask the teacher questions every day.	Nous posons, chaque jour, des questions au professeur.
We ask the teacher questions every day.	Nous posons, chaque jour, des questions à l'instituteur.
We ask the teacher questions every day.	Nous posons, chaque jour, des questions à l'institutrice.
We ask the teacher questions every day.	C'est nous qui posons, chaque jour, des questions au professeur.
We ask the teacher questions every day.	C'est nous qui posons, chaque jour, des questions à l'instituteur.
We ask the teacher questions every day.	C'est nous qui posons, chaque jour, des questions à l'institutrice.
We can't be sure of the total cost yet.	Nous ne pouvons encore être certains du coût total.
We can't keep them in the dark forever.	Nous ne pouvons pas les garder dans le noir pour toujours.
We can't make people donate to charity.	Nous ne pouvons forcer les gens à faire des donations charitables.
We can't reveal classified information.	Nous ne pouvons révéler des informations secrètes.
We couldn't go out because of the rain.	Nous ne pouvions pas sortir à cause de la pluie.
We couldn't help feeling sorry for her.	Nous ne pûmes nous empêcher d'éprouver de la compassion à son égard.
We discussed the problem all afternoon.	Nous avons discuté du problème toute l'après-midi.
We discussed the problem all afternoon.	Nous avons discuté du problème tout l'après-midi.
We discussed the problem all afternoon.	Nous discutâmes du problème toute l'après-midi.
We don't have any strawberry ice cream.	Nous n'avons pas de glace à la fraise.
We don't want them to be uncomfortable.	Nous ne voulons pas qu'ils soient mal à l'aise.
We entered into a serious conversation.	Nous avons commencé une conversation sérieuse.
We found a poor little cat in the yard.	Nous avons trouvé un pauvre petit chat dans la cour.
We had no choice but to put up with it.	Nous n'avions d'autre choix que de faire avec.
We had to wait for him for ten minutes.	Nous devons l'attendre pendant dix minutes.
We have a lot of things we need to buy.	Nous avons beaucoup de choses à acheter.
We have a lot to learn from each other.	Nous avons beaucoup à apprendre les uns des autres.
We have a simple solution for all this.	Nous avons une solution simple pour tout cela.
We have bigger problems to worry about.	Nous avons à nous soucier de problèmes plus importants.
We have broken off relations with them.	Nous avons coupé les ponts avec eux.
We have enough time to catch the train.	Nous disposons de suffisamment de temps pour attraper le train.
We have lots of important things to do.	Nous avons beaucoup de choses importantes à faire.
We have other priorities at the moment.	Nous avons d'autres priorités pour le moment.
We have overlooked this important fact.	Nous avons négligé ce fait important.
We have something special for you, sir.	Nous avons quelque chose de spécial pour vous, Monsieur.
We have to clear the snow off the roof.	Nous devons dégager la neige du toit.
We have to find a way to get that done.	Nous devons trouver un moyen d'y parvenir.
We have to find another way to do that.	Nous devons trouver une autre façon de faire ça.
We have to find another way to do that.	Nous devons trouver un autre moyen de faire cela.
We have to make do with what we've got.	Nous devons nous débrouiller avec ce que nous avons.
We haven't really thought about it yet.	On n'a pas vraiment réfléchi encore.
We import grain from the United States.	Nous importons du grain des États-Unis d'Amérique.
We liked the food, especially the fish.	Nous avons apprécié la nourriture, surtout le poisson.
We must buy a new carpet for this room.	Nous devons acheter un nouveau tapis pour cette pièce.
We must cut our expenses to save money.	Nous devons réduire nos dépenses pour économiser de l'argent.
We must try to protect the environment.	Nous devons essayer de protéger notre environnement.
We need to be more realistic than that.	Nous devons être plus réaliste que ça.
We need to buy a new rug for this room.	Nous avons besoin d'acheter un nouveau tapis pour cette chambre.
We need to get it done before tomorrow.	Nous devons le faire avant demain.
We need to make sure that this is true.	Nous devons nous assurer que ceci est vrai.
We offer low-cost prefabricated houses.	Nous proposons des maisons préfabriquées à prix modérés.
We often hear French being spoken here.	Nous entendons souvent parler français, ici.
We plan to drink champagne at midnight.	Nous prévoyons de boire du champagne à minuit.
We ran off 50 copies of the invitation.	Nous imprimâmes 50 exemplaires de l'invitation.
We received their wedding announcement.	Nous avons reçu leur faire-part de mariage.
We saw the parade move down the street.	On a vu la parade descendre la rue.
We should bring another bottle of wine.	Nous devrions apporter une autre bouteille de vin.
We should do away with this regulation.	Nous devrions en finir avec ce règlement.
We should respect each other's beliefs.	Nous devrions respecter nos croyances.
We spend a third of our lives sleeping.	Nous passons un tiers de nos vies à dormir.
We think we've found a way to help you.	Nous pensons avoir trouvé un moyen de vous aider.
We think we've found a way to help you.	Nous pensons avoir trouvé un moyen de t'aider.
We traveled around the world last year.	Nous avons fait un tour du monde l'an dernier.
We used a barrel for a makeshift table.	Nous utilisâmes un tonneau en guise de table de fortune.
